Region,Subregion,Locality,Place,CollectingArea,Member,Formation,Order,Family,Subfamily,Tribe,GenusQualifier,Genus,SpeciesQualifier,Species,Subspecies,min_ma,max_ma,n_species,Delete
East,East,HID_56696,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Antilopinae,Antilopini,NA,Litocranius,NA,walleri,NA,0,0,19,NA
East,East,HID_56696,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Antilopinae,Neotragini,NA,Madoqua,NA,guentheri,NA,0,0,19,NA
East,East,HID_56696,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Antilopinae,Antilopini,NA,Nanger,NA,granti,NA,0,0,19,NA
East,East,HID_56696,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Antilopinae,Neotragini,NA,Oreotragus,NA,oreotragus,NA,0,0,19,NA
East,East,HID_56696,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Hippotraginae,Hippotragini,NA,Oryx,NA,beisa,NA,0,0,19,NA
East,East,HID_56696,NA,NA,modern,modern,Cetartiodactyla,Suidae,Suinae,NA,NA,Phacochoerus,NA,africanus,NA,0,0,19,NA
East,East,HID_56696,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Reduncinae,Reduncini,NA,Redunca,NA,fulvorufula,NA,0,0,19,NA
East,East,HID_56696,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Bovinae,Bovini,NA,Syncerus,NA,caffer,NA,0,0,19,NA
East,East,HID_56696,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Bovinae,Tragelaphini,NA,Tragelaphus,NA,imberbis,NA,0,0,19,NA
East,East,HID_56776,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Aepycerotinae,Aepycerotini,NA,Aepyceros,NA,melampus,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Primates,Cercopithecidae,Cercopithecinae,Cercopithecini,NA,Chlorocebus,NA,pygerythrus,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Primates,Cercopithecidae,Colobinae,Colobini,NA,Colobus,NA,guereza,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Perissodactyla,Equidae,Equinae,Equini,NA,Equus,NA,grevyi,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,camelopardalis,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ellipsiprymnus,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Antilopinae,Antilopini,NA,Litocranius,NA,walleri,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Antilopinae,Neotragini,NA,Madoqua,NA,guentheri,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Antilopinae,Antilopini,NA,Nanger,NA,granti,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Antilopinae,Neotragini,NA,Oreotragus,NA,oreotragus,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Hippotraginae,Hippotragini,NA,Oryx,NA,beisa,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Reduncinae,Reduncini,NA,Redunca,NA,fulvorufula,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Cephalophinae,Cephalophini,NA,Sylvicapra,NA,grimmia,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Bovinae,Bovini,NA,Syncerus,NA,caffer,NA,0,0,21,NA
East,East,HID_56776,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Bovinae,Tragelaphini,NA,Tragelaphus,NA,imberbis,NA,0,0,21,NA
East,East,HID_56857,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Aepycerotinae,Aepycerotini,NA,Aepyceros,NA,melampus,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Primates,Cercopithecidae,Cercopithecinae,Cercopithecini,NA,Chlorocebus,NA,pygerythrus,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Primates,Cercopithecidae,Colobinae,Colobini,NA,Colobus,NA,guereza,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Perissodactyla,Equidae,Equinae,Equini,NA,Equus,NA,grevyi,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,camelopardalis,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Cetartiodactyla,Suidae,Suinae,NA,NA,Hylochoerus,NA,meinertzhageni,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ellipsiprymnus,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Antilopinae,Antilopini,NA,Litocranius,NA,walleri,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Proboscidea,Elephantidae,Elephantinae,Loxodontini,NA,Loxodonta,NA,africana,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Antilopinae,Neotragini,NA,Madoqua,NA,guentheri,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Antilopinae,Antilopini,NA,Nanger,NA,granti,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Antilopinae,Neotragini,NA,Oreotragus,NA,oreotragus,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Hippotraginae,Hippotragini,NA,Oryx,NA,beisa,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Cetartiodactyla,Suidae,Suinae,NA,NA,Phacochoerus,NA,aethiopicus,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Artiodactyla,Suidae,Suinae,NA,NA,Potamochoerus,NA,larvatus,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Reduncinae,Reduncini,NA,Redunca,NA,fulvorufula,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Cephalophinae,Cephalophini,NA,Sylvicapra,NA,grimmia,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Bovinae,Bovini,NA,Syncerus,NA,caffer,NA,0,0,27,NA
East,East,HID_56857,NA,NA,modern,modern,Cetartiodactyla,Bovidae,Bovinae,Tragelaphini,NA,Tragelaphus,NA,imberbis,NA,0,0,27,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Bovidae,Aepycerotinae,Aepycerotini,NA,Aepyceros,NA,afarensis,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Proboscidea,Gomphotheriidae,NA,NA,NA,Anancus,NA,kenyensis,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Primates,Hominidae,Homininae,Hominini,NA,Australopithecus,NA,anamensis,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Suidae,Cainochoerinae,NA,NA,Cainochoerus,NA,africanus,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Bovidae,Alcelaphinae,Alcelaphini,NA,Damalacra,NA,harrisi,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Bovidae,Alcelaphinae,Alcelaphini,NA,Damalborea,NA,sp,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Proboscidea,Deinotheriidae,Deinotheriinae,NA,NA,Deinotherium,NA,bozasi,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Bovidae,Antilopinae,Antilopini,NA,Dytikodorcas,NA,sp,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Proboscidea,Elephantidae,Elephantinae,Elephantini,NA,Elephas,NA,ekorensis,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Eurygnathohippus,NA,sp,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Primates,Galagidae,Galaginae,NA,NA,Galago,NA,senegalensis,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Bovidae,Antilopinae,Antilopini,NA,Gazella,NA,janenschi,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,jumae,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Hippopotamidae,Hippopotaminae,NA,NA,Hippopotamus,NA,protamphibius,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Kuseracolobus,NA,sp,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Proboscidea,Elephantidae,Elephantinae,Loxodontini,NA,Loxodonta,NA,adaurora,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Primates,Cercopithecidae,Cercopithecinae,Cercopithecini,NA,Nanopithecus,NA,browni,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Notochoerus,NA,euilus,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Nyanzachoerus,NA,jaegeri,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Parapapio,NA,ado,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Bovidae,Antilopinae,Neotragini,NA,Raphicerus,NA,sp,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Bovidae,Bovinae,Bovini,NA,Simatherium,NA,demissum,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Sivachoerus,NA,pattersoni,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Giraffidae,Sivatheriinae,NA,NA,Sivatherium,NA,hendeyi,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Bovidae,Hippotraginae,Hippotragini,NA,Tchadotragus,NA,sp,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Theropithecus,NA,sp,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Bovidae,Bovinae,Tragelaphini,NA,Tragelaphus,NA,kyaloae,NA,4.108,4.195,36,NA
West,West,Kanapoi,NA,NA,Kanapoi,Kanapoi,Artiodactyla,Bovidae,Hippotraginae,Hippotragini,NA,gen,NA,sp,NA,4.108,4.195,36,NA
West,West,Kanyimangin,NA,NA,NA,NA,Artiodactyla,Bovidae,Aepycerotinae,Aepycerotini,NA,Aepyceros,NA,melampus,NA,0.559,1.376,11,NA
West,West,Kanyimangin,NA,NA,NA,NA,Artiodactyla,Bovidae,Alcelaphinae,Alcelaphini,NA,Alcelaphus,NA,buselaphus,NA,0.559,1.376,11,NA
West,West,Kanyimangin,NA,NA,NA,NA,Proboscidea,Elephantidae,Elephantinae,Elephantini,NA,Elephas,NA,recki,NA,0.559,1.376,11,NA
West,West,Kanyimangin,NA,NA,NA,NA,Perissodactyla,Equidae,Equinae,Equini,NA,Equus,NA,grevyi,NA,0.559,1.376,11,NA
West,West,Kanyimangin,NA,NA,NA,NA,Artiodactyla,Hippopotamidae,Hippopotaminae,NA,NA,Hippopotamus,NA,amphibius,NA,0.559,1.376,11,NA
West,West,Kanyimangin,NA,NA,NA,NA,Artiodactyla,Suidae,Suinae,NA,NA,Kolpochoerus,NA,heseloni,NA,0.559,1.376,11,NA
West,West,Kanyimangin,NA,NA,NA,NA,Artiodactyla,Bovidae,Antilopinae,Antilopini,NA,Nanger,NA,granti,NA,0.559,1.376,11,NA
West,West,Kanyimangin,NA,NA,NA,NA,Artiodactyla,Bovidae,Antilopinae,Neotragini,NA,Ourebia,NA,ourebi,NA,0.559,1.376,11,NA
West,West,Kanyimangin,NA,NA,NA,NA,Artiodactyla,Suidae,Suinae,NA,NA,Phacochoerus,NA,sp,NA,0.559,1.376,11,NA
West,West,Kanyimangin,NA,NA,NA,NA,Artiodactyla,Bovidae,Bovinae,Bovini,NA,Syncerus,NA,caffer,NA,0.559,1.376,11,NA
West,West,Kanyimangin,NA,NA,NA,NA,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,gen,NA,sp,NA,0.559,1.376,11,NA
Tugen Hills,Tugen Hills,Kapcheberek (BPRP 76),NA,NA,Lukeino,Lukeino,Artiodactyla,Bovidae,Aepycerotinae,Aepycerotini,NA,Aepyceros,NA,sp,NA,5.73,5.88,20,NA
Tugen Hills,Tugen Hills,Kapcheberek (BPRP 76),NA,NA,Lukeino,Lukeino,Proboscidea,Gomphotheriidae,NA,NA,NA,Anancus,NA,kenyensis,NA,5.73,5.88,20,NA
Tugen Hills,Tugen Hills,Kapcheberek (BPRP 76),NA,NA,Lukeino,Lukeino,Perissodactyla,Chalicotheriidae,Schizotheriinae,NA,NA,Ancylotherium,NA,cheboitense,NA,5.73,5.88,20,NA
Tugen Hills,Tugen Hills,Kapcheberek (BPRP 76),NA,NA,Lukeino,Lukeino,Artiodactyla,Hippopotamidae,Hippopotaminae,NA,NA,Archaeopotamus,NA,harvardi,NA,5.73,5.88,20,NA
Tugen Hills,Tugen Hills,Kapcheberek (BPRP 76),NA,NA,Lukeino,Lukeino,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,praecox,NA,5.73,5.88,20,NA
Tugen Hills,Tugen Hills,Kapcheberek (BPRP 76),NA,NA,Lukeino,Lukeino,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Eurygnathohippus,NA,sp,NA,5.73,5.88,20,NA
Tugen Hills,Tugen Hills,Kapcheberek (BPRP 76),NA,NA,Lukeino,Lukeino,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,sp,NA,5.73,5.88,20,NA
Tugen Hills,Tugen Hills,Kapcheberek (BPRP 76),NA,NA,Lukeino,Lukeino,Artiodactyla,Hippopotamidae,Hippopotaminae,NA,NA,Hexaprotodon,NA,sp,NA,5.73,5.88,20,NA
Tugen Hills,Tugen Hills,Kapcheberek (BPRP 76),NA,NA,Lukeino,Lukeino,Proboscidea,Elephantidae,Elephantinae,Loxodontini,NA,Loxodonta,NA,sp,NA,5.73,5.88,20,NA
Tugen Hills,Tugen Hills,Kapcheberek (BPRP 76),NA,NA,Lukeino,Lukeino,Primates,Hominidae,Homininae,Hominini,NA,Orrorin,NA,tugenensis,NA,5.73,5.88,20,NA
Tugen Hills,Tugen Hills,Kapcheberek (BPRP 76),NA,NA,Lukeino,Lukeino,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Parapapio,NA,lothagamensis,NA,5.73,5.88,20,NA
Tugen Hills,Tugen Hills,Kapcheberek (BPRP 76),NA,NA,Lukeino,Lukeino,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Sivachoerus,NA,pattersoni,NA,5.73,5.88,20,NA
Tugen Hills,Tugen Hills,Kapcheberek (BPRP 76),NA,NA,Lukeino,Lukeino,Proboscidea,Elephantidae,Stegotetrabelodontinae,NA,NA,Stegotetrabelodon,NA,orbus,NA,5.73,5.88,20,NA
Tugen Hills,Tugen Hills,Kapcheberek (BPRP 76),NA,NA,Lukeino,Lukeino,Artiodactyla,Bovidae,Bovinae,Boselaphini,NA,Tragoportax,NA,sp,NA,5.73,5.88,20,NA
Tugen Hills,Tugen Hills,Kapcheberek (BPRP 76),NA,NA,Lukeino,Lukeino,Artiodactyla,Bovidae,Bovinae,Bovini,NA,gen,NA,sp,NA,5.73,5.88,20,NA
Tugen Hills,Tugen Hills,Kapkirwok,NA,NA,Chemeron,Chemeron,Proboscidea,Gomphotheriidae,NA,NA,NA,Anancus,NA,kenyensis,NA,4.5,5.34,4,NA
Tugen Hills,Tugen Hills,Kapkirwok,NA,NA,Chemeron,Chemeron,Artiodactyla,Hippopotamidae,Hippopotaminae,NA,NA,Hippopotamus,NA,sp,NA,4.5,5.34,4,NA
Tugen Hills,Tugen Hills,Kapkirwok,NA,NA,Chemeron,Chemeron,Proboscidea,Elephantidae,NA,NA,NA,gen,NA,sp,NA,4.5,5.34,4,NA
Tugen Hills,Tugen Hills,Kapsomin (BPRP 192),NA,NA,Lukeino,Lukeino,Artiodactyla,Bovidae,Aepycerotinae,Aepycerotini,NA,Aepyceros,NA,sp,NA,5.86,5.89,10,NA
Tugen Hills,Tugen Hills,Kapsomin (BPRP 192),NA,NA,Lukeino,Lukeino,Perissodactyla,Rhinocerotidae,Aceratheriinae,Teleoceratini,NA,Brachypotherium,NA,lewisi,NA,5.86,5.89,10,NA
Tugen Hills,Tugen Hills,Kapsomin (BPRP 192),NA,NA,Lukeino,Lukeino,Proboscidea,Deinotheriidae,Deinotheriinae,NA,NA,Deinotherium,NA,bozasi,NA,5.86,5.89,10,NA
Tugen Hills,Tugen Hills,Kapsomin (BPRP 192),NA,NA,Lukeino,Lukeino,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,praecox,NA,5.86,5.89,10,NA
Tugen Hills,Tugen Hills,Kapsomin (BPRP 192),NA,NA,Lukeino,Lukeino,Artiodactyla,Hippopotamidae,Hippopotaminae,NA,NA,Hippopotamus,NA,sp,NA,5.86,5.89,10,NA
Tugen Hills,Tugen Hills,Kapsomin (BPRP 192),NA,NA,Lukeino,Lukeino,Primates,Hominidae,Homininae,Hominini,NA,Orrorin,NA,tugenensis,NA,5.86,5.89,10,NA
Tugen Hills,Tugen Hills,Kapsomin (BPRP 192),NA,NA,Lukeino,Lukeino,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Sivachoerus,NA,syrticus,NA,5.86,5.89,10,NA
Tugen Hills,Tugen Hills,Kapsomin (BPRP 192),NA,NA,Lukeino,Lukeino,Artiodactyla,Bovidae,Antilopinae,Antilopini,NA,gen,NA,sp,NA,5.86,5.89,10,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Bovidae,Alcelaphinae,Alcelaphini,NA,Alcelaphus,NA,buselaphus,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Bovidae,Antilopinae,Antilopini,NA,Antidorcas,NA,sp,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Bovidae,Cephalophinae,Cephalophini,NA,Cephalophus,NA,sp,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Primates,Cercopithecidae,Cercopithecinae,Cercopithecini,NA,Cercopithecus,NA,sp,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Primates,Cercopithecidae,Colobinae,Colobini,NA,Colobus,NA,sp,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Bovidae,Alcelaphinae,Alcelaphini,NA,Connochaetes,NA,taurinus,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Bovidae,Alcelaphinae,Alcelaphini,NA,Damaliscus,NA,lunatus,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Perissodactyla,Equidae,Equinae,Equini,NA,Equus,NA,grevyi,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Bovidae,Antilopinae,Antilopini,NA,Gazella,NA,sp,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Hippopotamidae,Hippopotaminae,NA,NA,Hippopotamus,NA,amphibius,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Primates,Hominidae,Homininae,Hominini,NA,Homo,NA,erectus,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Suidae,Suinae,NA,NA,Hylochoerus,NA,sp,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ellipsiprymnus,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Suidae,Suinae,NA,NA,Kolpochoerus,NA,majus,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Proboscidea,Elephantidae,Elephantinae,Loxodontini,NA,Loxodonta,NA,sp,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Bovidae,Hippotraginae,Hippotragini,NA,Oryx,NA,sp,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Bovidae,Antilopinae,Neotragini,NA,Ourebia,NA,sp,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Primates,Hominidae,Homininae,Hominini,NA,Pan,NA,sp,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Papio,NA,sp,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Suidae,Suinae,NA,NA,Phacochoerus,NA,aethiopicus,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Suidae,Suinae,NA,NA,Potamochoerus,NA,porcus,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Redunca,NA,sp,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Bovidae,Cephalophinae,Cephalophini,NA,Sylvicapra,NA,sp,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Bovidae,Bovinae,Bovini,NA,Syncerus,NA,caffer,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Bovidae,Bovinae,Tragelaphini,NA,Taurotragus,NA,sp,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Theropithecus,NA,oswaldi,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Bovidae,Bovinae,Tragelaphini,NA,Tragelaphus,NA,scriptus,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kapthurin (general),NA,NA,Kapthurin,Kapthurin,Artiodactyla,Giraffidae,NA,NA,NA,gen,NA,sp,NA,0.13,0.781,29,NA
Tugen Hills,Tugen Hills,Kasigoryan (2/702),NA,NA,Mpesida Beds,Mpesida Beds,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sp,NA,6.4,6.96,3,NA
Tugen Hills,Tugen Hills,Kasigoryan (2/702),NA,NA,Mpesida Beds,Mpesida Beds,Artiodactyla,Bovidae,Alcelaphinae,Alcelaphini,NA,gen,NA,sp,NA,6.4,6.96,3,NA
East,East,Kubi Algi,NA,NA,NA,NA,Proboscidea,Gomphotheriidae,NA,NA,NA,Anancus,NA,kenyensis,NA,2.58,5.333,6,NA
East,East,Kubi Algi,NA,NA,NA,NA,Proboscidea,Elephantidae,Elephantinae,Elephantini,NA,Elephas,NA,ekorensis,NA,2.58,5.333,6,NA
East,East,Kubi Algi,NA,NA,NA,NA,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Eurygnathohippus,NA,hasumensis,NA,2.58,5.333,6,NA
East,East,Kubi Algi,NA,NA,NA,NA,Proboscidea,Elephantidae,Elephantinae,Loxodontini,NA,Loxodonta,NA,adaurora,NA,2.58,5.333,6,NA
East,East,Kubi Algi,NA,NA,NA,NA,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Notochoerus,NA,euilus,NA,2.58,5.333,6,NA
East,East,Kubi Algi,NA,NA,NA,NA,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Sivachoerus,NA,pattersoni,NA,2.58,5.333,6,NA
