Region,Subregion,Locality,Place,CollectingArea,Member,Formation,Order,Family,Subfamily,Tribe,GenusQualifier,Genus,SpeciesQualifier,Species,Subspecies,min_ma,max_ma,n_species,Delete
East,Karari Ridge,Karari Ridge,131,131,Okote,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.36,1.53,NA,1
East,Karari Ridge,Karari Ridge,105,105,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.88,1.98,NA,1
East,Karari Ridge,Karari Ridge,129,129,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.88,1.98,NA,1
East,Karari Ridge,Karari Ridge,130,130,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.88,1.98,NA,1
East,Karari Ridge,Karari Ridge,131,131,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.88,1.98,NA,1
East,Karari Ridge,Karari Ridge,129,129,Upper Burgi-KBS,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.53,1.98,NA,NA
West,West,Kokiselei I,KS1,NA,Kaitio,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.61,1.87,NA,1
East,Koobi Fora Ridge,Koobi Fora,101,101,KBS,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.53,1.88,NA,1
East,Koobi Fora Ridge,Koobi Fora,106,106,KBS,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.53,1.88,NA,1
East,Koobi Fora Ridge,Koobi Fora,KFIII,NA,KBS,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora,101,101,KBS-Okote,Koobi Fora,Artiodactyla,Bovidae,NA,NA,indet.,gen,NA,sp,NA,1.36,1.88,NA,1
East,Koobi Fora Ridge,Koobi Fora,101,101,Okote,Koobi Fora,Artiodactyla,Bovidae,NA,NA,indet.,gen,indet.,sp,NA,1.36,1.53,NA,1
East,Koobi Fora Ridge,Koobi Fora,KFIIA,NA,Upper Burgi-L. KBS,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,NA,NA,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,100,100,KBS,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.53,1.88,NA,1
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,KBS,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.53,1.88,NA,1
East,Koobi Fora Ridge,Koobi Fora Ridge,103,103,KBS,Koobi Fora,Artiodactyla,Bovidae,NA,NA,indet.,gen,indet.,sp,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,104,104,KBS,Koobi Fora,Artiodactyla,Bovidae,NA,NA,indet.,gen,indet.,sp,NA,1.53,1.88,NA,1
East,Koobi Fora Ridge,Koobi Fora Ridge,103,103,Okote,Koobi Fora,Artiodactyla,Bovidae,NA,NA,indet.,gen,indet.,sp,NA,1.36,1.53,NA,1
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,Tulu Bor,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,2.64,3.44,NA,1
East,Koobi Fora Ridge,Koobi Fora Ridge,100,100,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.88,1.98,NA,1
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.88,1.98,NA,1
East,Koobi Fora Ridge,Koobi Fora Ridge,104,104,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.88,1.98,NA,1
East,Koobi Fora Ridge,Koobi Fora Ridge,115,115,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.88,1.98,NA,1
West,West,Kosia,KOS,NA,Kataboi,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,3.44,3.97,NA,1
West,West,Lokalalei I,LA1,NA,Kalochoro,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.87,2.33,NA,1
West,West,Lokapetamoi I,LP1,NA,Natoo,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.3,1.61,NA,1
West,West,Lomekwi I,LO1,NA,Upper Lomekwi,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,2.52,2.58,NA,1
West,West,Lomekwi II,LO2,NA,Upper Lomekwi,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,2.52,2.58,NA,1
West,West,Lomekwi III,LO3,NA,Lokalalei,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,2.33,2.53,NA,1
West,West,Lomekwi IV,LO4,NA,Lower Lomekwi,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,3.07,3.44,NA,1
West,West,Lomekwi IX,LO9,NA,Lomekwi,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,2.52,3.44,NA,1
West,West,Lomekwi IX or Kangatukuseo III,LO9 or KU3,NA,Middle Lomekwi,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,2.58,3.07,NA,NA
West,West,Lomekwi V,LO5,NA,Nachukui,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,NA,NA,NA,NA
West,West,Lomekwi VI,LO6,NA,Kataboi,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,3.44,3.97,NA,1
West,West,Lomekwi VI,LO6,NA,Lower Lomekwi,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,3.07,3.44,NA,NA
West,West,Lomekwi VIII,LO8,NA,Kalochoro,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.87,2.33,NA,1
West,West,Lomekwi X,LO10,NA,Middle Lomekwi,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,2.58,3.07,NA,1
West,West,Longarakak,NA,NA,NA,NA,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,NA,NA,NA,NA
West,West,Loruth Kaado I,LK1,NA,Kataboi,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,3.44,3.97,NA,1
West,West,Loruth Kaado I,LK1,NA,Upper Kataboi,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,3.44,3.6,NA,NA
West,West,Loruth Kaado III,LK3,NA,Natoo,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.3,1.61,NA,1
West,West,Loruth Kaado IV,LK4,NA,Kaitio,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.61,1.87,NA,1
West,West,Nachukui IV,NC4,NA,Nariokotome,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,0.75,1.3,NA,NA
West,West,Naiyena Engol,NY,NA,Kaitio,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.61,1.87,NA,NA
West,West,Naiyena Engol II,NY2,NA,Kaitio,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.61,1.87,NA,1
West,West,Naiyena Engol III,NY3,NA,Kaitio,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.61,1.87,NA,1
West,West,Naiyena Engol IV,NY4,NA,Natoo,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.3,1.61,NA,1
West,West,Nakoret,NO,NA,NA,NA,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,NA,NA,NA,1
West,West,Nariokotome I,NK1,NA,Galana Boi,Galana Boi,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,0,0.0117,NA,1
West,West,Nariokotome II,NK2,NA,Natoo,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.3,1.61,NA,1
West,West,Nariokotome III,NK3,NA,Natoo,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.3,1.61,NA,NA
West,West,Nasechebun I,NS1,NA,Kataboi,Nachukui,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,3.44,3.97,NA,NA
East,Sibilot,Sibilot,250,250,Moiti,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,3.6,3.97,NA,1
East,Sibilot,Sibilot,202,202,Tulu Bor,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,2.64,3.44,NA,1
East,Sibilot,Sibilot,203,203,Tulu Bor,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,2.64,3.44,NA,1
East,Sibilot,Sibilot,204,204,Tulu Bor,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,2.64,3.44,NA,1
East,Sibilot,Sibilot,206,206,Tulu Bor,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,2.64,3.44,NA,1
East,NA,NA,NA,NA,KBS,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.53,1.88,NA,NA
East,NA,NA,NA,NA,Okote,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.36,1.53,NA,NA
East,NA,NA,IlBiliet,IlBiliet,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,NA,NA,NA,gen,NA,sp,NA,1.88,1.98,NA,NA
East,Bura Hasuma,Bura Hasuma,107,107,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.53,1.88,NA,NA
East,Bura Hasuma,Bura Hasuma,119,119,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.53,1.88,NA,NA
East,Bura Hasuma,Bura Hasuma,121,121,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.53,1.88,NA,NA
East,Bura Hasuma,Bura Hasuma,123,123,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.53,1.88,NA,NA
East,Bura Hasuma,Bura Hasuma,124,124,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.53,1.88,NA,NA
East,East,Il Dura,14,14,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.88,1.98,NA,NA
East,Il Naibar,Il Naibar Lowlands,117,117,Tulu Bor,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,2.64,3.44,NA,NA
East,Ileret,Ileret,10,10,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,12,12,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,6A,6,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,8B,8,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.53,1.88,NA,NA
East,Karari Ridge,Karari Ridge,129,129,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.88,1.98,NA,NA
East,Karari Ridge,Karari Ridge,130,130,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,cf.,ancystrocera,NA,1.88,1.98,NA,NA
East,Karari Ridge,Karari Ridge,131,131,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,cf.,ancystrocera,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora,101,101,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,103,103,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,104,104,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,104,104,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.88,1.98,NA,NA
East,Sibilot,Sibilot,202,202,Tulu Bor,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,aff.,ancystrocera,NA,2.64,3.44,NA,NA
East,Sibilot,Sibilot,203,203,Tulu Bor,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,2.64,3.44,NA,NA
East,Sibilot,Sibilot,204,204,Tulu Bor,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,2.64,3.44,NA,NA
East,NA,NA,NA,NA,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,1.53,1.88,NA,NA
East,NA,NA,NA,NA,Tulu Bor,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ancystrocera,NA,2.64,3.44,NA,NA
West,West,Lokapetamoi I,LP1,NA,Natoo,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,cf,ellipsiprymnus,NA,1.3,1.61,NA,NA
West,West,Nachukui I,NC1,NA,Nariokotome,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ellipsiprymnus,NA,0.75,1.3,NA,NA
West,West,Naiyena Engol II,NY2,NA,Kaitio,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,cf,ellipsiprymnus,NA,1.61,1.87,NA,NA
East,NA,NA,NA,NA,Upper Burgi-KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,ellipsiprymnus,NA,1.53,1.98,NA,NA
East,Il Naibar,Il Naibar Lowlands,117,117,Lokochot,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,aff.,kob,NA,3.44,3.6,NA,NA
East,Ileret,Ileret,6,6,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,kob,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,7,7,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,kob,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,8,8,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,kob,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,8A,8,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,kob,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,1,1,Okote,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,kob,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,3,3,Okote,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,kob,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,8,8,Okote,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,cf.,kob,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,1A,1,Okote,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,kob,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,7A,7,Okote,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,kob,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,10,10,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,kob,NA,1.88,1.98,NA,NA
East,Ileret,Ileret,8A,8A,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,kob,NA,1.88,1.98,NA,NA
West,West,Kalochoro I,KL1,NA,Natoo,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,cf.,kob,NA,1.3,1.61,NA,NA
East,Karari Ridge,Karari Ridge,130,130,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,kob,NA,1.53,1.88,NA,NA
East,Karari Ridge,Karari Ridge,131,131,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,kob,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora,101,101,Okote,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,kob,NA,1.36,1.53,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,103,103,Okote,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,kob,NA,1.36,1.53,NA,NA
West,West,Lomekwi V,LO5,NA,Lower Lomekwi,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,aff,kob,NA,3.07,3.44,NA,NA
West,West,Natoo I,NT1,NA,Natoo,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,cf.,kob,NA,1.3,1.61,NA,NA
West,West,Lothagam,LT-J,NA,Lower Nawata,Nawata,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,laticornis,NA,6.54,7.44,NA,NA
West,West,Lothagam,LT-K,NA,Upper Nawata,Nawata,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,laticornis,NA,5.3,6.54,NA,NA
West,NA,NA,NA,NA,Upper Nawata-Apak,Naw/Nach,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,laticornis,NA,4.22,4.9,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,100,100,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,aff.,leche,NA,1.88,1.98,NA,NA
West,West,Nachukui III,NC3,NA,Nariokotome,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,cf.,leche,NA,0.75,1.3,NA,NA
East,Il Naibar,Il Naibar Lowlands,116,116,Lokochot,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,oricornus,NA,3.44,3.6,NA,NA
West,West,Kangatukuseo II,KU2,NA,Upper Lomekwi,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,oricornus,NA,2.52,2.58,NA,NA
West,West,Kataboi I,KB1,NA,Kataboi,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,oricornus,NA,3.44,3.97,NA,NA
West,West,Lomekwi I,LO1,NA,Upper Lomekwi,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,oricornus,NA,2.52,2.58,NA,NA
West,West,Lomekwi III,LO3,NA,Lokalalei,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,oricornus,NA,2.33,2.53,NA,NA
West,West,Lomekwi IV,LO4,NA,Lower Lomekwi,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,oricornus,NA,3.07,3.44,NA,NA
East,Sibilot,Sibilot,251,251,Moiti,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,oricornus,NA,3.6,3.97,NA,NA
West,West,Kaiyumung,Kaiyumung,NA,Kaiyumung,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,presigmoidalis,NA,3,3.9,NA,NA
West,West,Lothagam,LT,NA,Apak,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,presigmoidalis,NA,4.25,4.9,NA,NA
East,Bura Hasuma,Bura Hasuma,123,123,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.88,1.98,NA,NA
West,West,Eshoa Kakurongori,EG,NA,Lomekwi,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,2.52,3.44,NA,NA
East,East,Il Dura,15,15,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.53,1.88,NA,NA
East,Il Naibar,Il Naibar Lowlands,116,116,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.88,1.98,NA,NA
East,Ileret,Ileret,9,9,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,6,6,Okote,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,8,8,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.88,1.98,NA,NA
West,West,Kangatukuseo III,KU3,NA,Upper Lomekwi,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,2.52,2.58,NA,NA
East,Karari Ridge,Karari Ridge,105,105,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.53,1.88,NA,NA
East,Karari Ridge,Karari Ridge,105,105,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.88,1.98,NA,NA
East,Karari Ridge,Karari Ridge,118,118,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora,106,106,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,104Q,104,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,115,115,Upper Burgi,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.88,1.98,NA,NA
West,West,Lomekwi IX,LO9,NA,Middle Lomekwi,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,2.58,3.07,NA,NA
West,West,Lomekwi VII,LO7,NA,Kalochoro,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.87,2.33,NA,NA
West,West,Lomekwi VIII,LO8,NA,Kalochoro,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.87,2.33,NA,NA
West,West,Loruth Kaado III,LK3,NA,Natoo,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.3,1.61,NA,NA
West,West,Nakoret,NO,NA,NA,NA,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,NA,NA,NA,NA
West,West,Nanyangakipi,NN,NA,Natoo,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,1.3,1.61,NA,NA
East,Sibilot,Sibilot,204,204,Moiti,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis,NA,3.6,3.97,NA,NA
West,West,Kokiselei I,KS1,NA,Kaitio,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sigmoidalis/ellipsiprymnus,NA,1.61,1.87,NA,NA
East,Ileret,Ileret,6A,6A,Okote,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,cf.,Kobus,NA,sp,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,8A,8A,Okote,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sp,NA,1.36,1.53,NA,NA
West,West,Kaitio II,KI2,NA,Natoo,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sp,NA,1.3,1.61,NA,NA
West,West,Kangaki I,KG1,NA,Kalochoro,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,cf,Kobus,NA,sp,NA,1.87,2.33,NA,NA
West,West,Kangatukuseo I,KU1,NA,Upper Lomekwi,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sp,NA,2.52,2.58,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,100/104,100 /104,KBS,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sp,NA,1.53,1.88,NA,NA
West,West,Lomekwi II,LO2,NA,Upper Lomekwi,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,sp.,NA,2.52,2.58,NA,NA
East,Il Naibar,Il Naibar Lowlands,117,117,Tulu Bor,Koobi Fora,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,leakeyi,NA,2.64,3.44,NA,NA
West,West,Lothagam,LT,NA,Apak,Nachukui,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,leakeyi,NA,4.25,4.9,NA,NA
